Index,Operation,Property Type,Place with Parent Names,Latitude,Longitude,Price,Currency,Price Approx (Local Currency),Price Approx (USD),Surface Total (m2),Surface Covered (m2),Price USD per m2,Price per m2,Floor,Rooms,Expenses,Property URL
881,Sale,Townhouse,Kasarani,-1.362593336,36.89573177,8167373,USD,8167373,64358.30086,207,115,310.909666,39455.90821,5,4,1613,https://example.com/property/881
882,Rent,Townhouse,Ruiru,-1.472371424,36.80123492,15166879,USD,15166879,120913.962,74,63,1633.972459,204957.8243,4,2,2872,https://example.com/property/882
883,Sale,Villa,South B,-1.333986295,36.75581929,22040773,USD,22040773,196518.4964,240,48,818.8270684,91836.55417,3,2,8723,https://example.com/property/883
884,Rent,Villa,Parklands,-1.307510427,36.53050357,21877542,KES,21877542,159413.6892,68,49,2344.318958,321728.5588,1,4,8189,https://example.com/property/884
885,Rent,Townhouse,Mombasa Road,-1.288862307,36.64391565,11506377,USD,11506377,106135.8074,249,213,426.2482226,46210.3494,2,1,6386,https://example.com/property/885
886,Sale,Studio,Westlands,-1.388022056,36.54663572,3297542,USD,3297542,30115.43617,269,43,111.9532943,12258.52045,5,4,7942,https://example.com/property/886
887,Sale,Townhouse,Kilimani,-1.330902009,36.98191158,22303513,KES,22303513,181276.8942,185,62,979.8751039,120559.5297,1,5,9759,https://example.com/property/887
888,Rent,Studio,Parklands,-1.364794058,36.56754007,14669729,USD,14669729,128328.3752,272,39,471.7954971,53932.82721,2,4,1244,https://example.com/property/888
889,Rent,Villa,Juja,-1.298383188,36.5758877,8628573,USD,8628573,76785.00667,52,45,1476.634744,165934.0962,3,3,1020,https://example.com/property/889
890,Sale,Apartment,Nairobi Central,-1.32493291,36.94478831,11091363,USD,11091363,83859.10448,244,221,343.6848544,45456.40574,4,5,9585,https://example.com/property/890
891,Sale,Villa,Upper Hill,-1.342273134,36.97196414,24738388,USD,24738388,186636.3762,285,93,654.864478,86801.3614,5,2,6767,https://example.com/property/891
892,Sale,Villa,Kilimani,-1.42514269,36.88291452,20706080,KES,20706080,146616.7808,135,91,1086.050228,153378.3704,3,5,4515,https://example.com/property/892
893,Sale,House,Runda,-1.499394445,36.50270246,8908553,KES,8908553,73694.184,258,97,285.6363721,34529.27519,2,1,2910,https://example.com/property/893
894,Sale,House,Donholm,-1.447775497,36.50067314,16350078,KES,16350078,157736.6802,277,248,569.4464989,59025.55235,5,1,9481,https://example.com/property/894
895,Rent,House,Embakasi,-1.464880188,36.68905038,9508526,KES,9508526,83640.46778,194,121,431.1364318,49013.02062,1,4,6882,https://example.com/property/895
896,Rent,House,Ngara,-1.365274576,36.57169769,15981929,KES,15981929,107261.0718,191,154,561.5762922,83675.02094,4,5,9552,https://example.com/property/896
897,Rent,Studio,Lavington,-1.316322555,36.50919307,11140594,USD,11140594,85820.37326,292,88,293.9053879,38152.71918,2,2,9076,https://example.com/property/897
898,Rent,Townhouse,Ngara,-1.436074497,36.73203334,12320383,USD,12320383,90934.15792,58,49,1567.830309,212420.3966,4,1,2622,https://example.com/property/898
899,Sale,Apartment,Juja,-1.218282871,36.97153095,17040779,KES,17040779,169783.1722,239,126,710.3898417,71300.33054,5,2,5314,https://example.com/property/899
900,Sale,Villa,Upper Hill,-1.497995361,36.66190979,5466511,KES,5466511,43415.92055,143,141,303.607836,38227.34965,3,3,3453,https://example.com/property/900
901,Sale,Studio,Parklands,-1.268309695,36.83057034,6295784,KES,6295784,61798.23755,198,48,312.1123109,31796.88889,4,1,3015,https://example.com/property/901
902,Rent,Apartment,South B,-1.312438569,36.82611768,14360287,USD,14360287,111786.6895,253,178,441.8446226,56760.02767,1,4,3800,https://example.com/property/902
903,Rent,Studio,Kileleshwa,-1.38793356,36.62554005,16430286,KES,16430286,112506.5049,214,51,525.7313315,76777.03738,2,3,9772,https://example.com/property/903
904,Sale,Studio,Lavington,-1.484853317,36.82521262,9435389,USD,9435389,63571.81102,273,38,232.8637766,34561.86447,1,5,7752,https://example.com/property/904
905,Sale,Villa,Parklands,-1.311754028,36.60616699,18827610,USD,18827610,148216.6474,188,38,788.3864222,100146.8617,4,2,8453,https://example.com/property/905
906,Rent,Townhouse,South B,-1.384315946,36.56100371,10422235,USD,10422235,84795.49774,69,38,1228.920257,151046.8841,3,1,3853,https://example.com/property/906
907,Rent,House,Kasarani,-1.219119858,36.85069164,7134608,USD,7134608,48452.06511,84,56,576.8102989,84935.80952,3,3,3236,https://example.com/property/907
908,Sale,Townhouse,Kasarani,-1.337402978,36.55672041,4248749,KES,4248749,31782.86487,102,46,311.5967144,41654.40196,1,3,5176,https://example.com/property/908
909,Sale,Villa,Utawala,-1.218104547,36.99845461,13987706,USD,13987706,135480.7582,224,201,604.8248134,62445.11607,5,1,3155,https://example.com/property/909
910,Rent,Villa,Ruiru,-1.433854892,36.5917262,20453553,USD,20453553,165902.9146,159,74,1043.414557,128638.6981,5,5,6698,https://example.com/property/910
911,Sale,Villa,Parklands,-1.282282227,36.79707093,19172473,KES,19172473,171164.0722,252,37,679.2225086,76081.24206,3,5,7829,https://example.com/property/911
912,Sale,Apartment,Embakasi,-1.314825294,36.70568729,5023553,USD,5023553,40679.76525,229,175,177.6408963,21936.91266,1,4,9537,https://example.com/property/912
913,Sale,Townhouse,Upper Hill,-1.278177531,36.56319321,16849214,USD,16849214,137238.4463,185,154,741.8294394,91076.83243,1,5,2886,https://example.com/property/913
914,Rent,Townhouse,Runda,-1.435599641,36.51392195,5096419,USD,5096419,39474.30829,53,30,744.7982697,96158.84906,1,4,7471,https://example.com/property/914
915,Rent,Studio,Juja,-1.300501645,36.81136614,10166065,KES,10166065,86271.14979,204,30,422.8977931,49833.65196,4,3,9746,https://example.com/property/915
916,Rent,Studio,Westlands,-1.350587882,36.90337878,6742918,USD,6742918,62311.23288,221,35,281.95128,30510.94118,5,1,4770,https://example.com/property/916
917,Rent,Studio,Donholm,-1.277152508,36.92100783,20321560,USD,20321560,162330.9682,217,70,748.068978,93647.74194,5,5,9391,https://example.com/property/917
918,Rent,Villa,Utawala,-1.401886607,36.74135674,20964246,KES,20964246,148146.5948,151,84,981.103277,138836.0662,4,4,3940,https://example.com/property/918
919,Rent,Townhouse,Kilimani,-1.232982892,36.88872773,11208149,KES,11208149,84144.87653,96,34,876.5091305,116751.5521,2,3,4490,https://example.com/property/919
920,Rent,Villa,Gikambura,-1.474709606,36.83642357,11437247,USD,11437247,97822.47838,143,88,684.0732754,79980.74825,4,5,8899,https://example.com/property/920
921,Sale,Apartment,Kilimani,-1.257843204,36.86212726,13938814,USD,13938814,94966.47713,221,109,429.7125662,63071.55656,1,2,1306,https://example.com/property/921
922,Sale,Studio,Embakasi,-1.241604112,36.7462995,18467488,KES,18467488,126828.1024,97,47,1307.50621,190386.4742,4,3,4075,https://example.com/property/922
923,Sale,Villa,Ngara,-1.254824307,36.81670587,11985290,USD,11985290,108496.1521,289,206,375.4192114,41471.5917,1,5,2656,https://example.com/property/923
924,Sale,Villa,Parklands,-1.346182082,36.90276296,7524105,KES,7524105,73786.80124,140,111,527.0485803,53743.60714,3,3,8244,https://example.com/property/924
925,Sale,Apartment,Runda,-1.368484506,36.69894209,4880164,USD,4880164,35604.62917,262,94,135.8955312,18626.58015,1,1,7611,https://example.com/property/925
926,Sale,House,Nairobi Central,-1.201121314,36.90298945,7376751,KES,7376751,52176.5754,229,112,227.8453074,32212.88646,5,1,7322,https://example.com/property/926
927,Sale,Townhouse,Nairobi Central,-1.431248415,36.79600842,7869236,USD,7869236,53029.61658,133,83,398.7189217,59167.18797,4,1,3692,https://example.com/property/927
928,Rent,House,Parklands,-1.33593721,36.58295051,20157285,KES,20157285,139504.6795,117,90,1192.347688,172284.4872,1,2,2764,https://example.com/property/928
929,Rent,Studio,Lavington,-1.298797342,36.51234208,13547628,KES,13547628,104191.093,188,165,554.2079417,72061.85106,2,1,1275,https://example.com/property/929
930,Sale,Villa,Utawala,-1.289739709,36.6813768,19888173,KES,19888173,157215.5065,254,160,618.958687,78299.8937,3,2,6271,https://example.com/property/930
931,Sale,Apartment,Ngara,-1.4387926,36.77334816,7734071,KES,7734071,76278.86806,174,54,438.3842992,44448.68391,2,1,8331,https://example.com/property/931
932,Rent,Apartment,Lavington,-1.303801772,36.91991018,24090912,KES,24090912,214460.1328,122,98,1757.869941,197466.4918,2,3,6025,https://example.com/property/932
933,Sale,Townhouse,Kileleshwa,-1.25448913,36.56374284,19415376,USD,19415376,157873.3091,53,52,2978.741681,366327.8491,2,5,5050,https://example.com/property/933
934,Sale,House,Runda,-1.484994427,36.90010317,24631703,USD,24631703,187419.9464,125,69,1499.359571,197053.624,3,5,9080,https://example.com/property/934
935,Rent,Townhouse,Ruiru,-1.226543612,36.93150452,22654884,KES,22654884,177181.486,122,112,1452.307263,185695.7705,3,1,4460,https://example.com/property/935
936,Sale,Villa,South B,-1.491148783,36.57534374,17444539,USD,17444539,127210.0203,126,111,1009.603336,138448.7222,3,5,4835,https://example.com/property/936
937,Rent,Townhouse,Juja,-1.39320869,36.92579716,15848776,USD,15848776,139038.5639,97,79,1433.387256,163389.4433,3,1,5278,https://example.com/property/937
938,Sale,Apartment,Ngara,-1.495256041,36.99572678,20972560,USD,20972560,163531.7544,203,146,805.5751451,103313.1034,2,1,2844,https://example.com/property/938
939,Rent,Apartment,Ruiru,-1.476856449,36.86341942,12073936,USD,12073936,115642.8499,151,124,765.846688,79959.84106,5,4,1071,https://example.com/property/939
940,Rent,Studio,Utawala,-1.226649514,36.89238484,3416561,USD,3416561,28310.1446,155,62,182.6460942,22042.32903,5,4,8386,https://example.com/property/940
941,Rent,Studio,Nairobi Central,-1.393541751,36.99720763,24023087,USD,24023087,174703.1425,126,47,1386.532877,190659.4206,3,4,7862,https://example.com/property/941
942,Sale,Villa,Gikambura,-1.372568541,36.80274063,17771293,KES,17771293,131961.7388,88,86,1499.565214,201946.5114,4,2,8340,https://example.com/property/942
943,Rent,House,Gikambura,-1.435396686,36.65394319,14464871,USD,14464871,96734.19576,269,260,359.6066757,53772.75465,1,4,8635,https://example.com/property/943
944,Sale,Townhouse,Westlands,-1.320871269,36.91876542,19141241,USD,19141241,168061.07,107,45,1570.664206,178890.1028,4,1,2043,https://example.com/property/944
945,Sale,Villa,Kileleshwa,-1.321559036,36.80724289,10156406,USD,10156406,81310.13933,68,45,1195.737343,149358.9118,4,3,4042,https://example.com/property/945
946,Sale,Studio,Runda,-1.388339882,36.79059771,7801436,KES,7801436,66978.61469,137,67,488.8949978,56944.78832,4,4,1814,https://example.com/property/946
947,Sale,Townhouse,Lavington,-1.400089538,36.62681778,15149321,USD,15149321,124144.0766,260,198,477.4772178,58266.61923,5,4,6622,https://example.com/property/947
948,Rent,Studio,Kilimani,-1.234510708,36.87816713,17212972,USD,17212972,120498.9322,162,107,743.8205691,106252.9136,1,3,8332,https://example.com/property/948
949,Rent,Townhouse,Nairobi Central,-1.385014728,36.54083364,9931344,USD,9931344,73998.28942,126,82,587.2880112,78820.19048,4,1,1309,https://example.com/property/949
950,Sale,House,Kileleshwa,-1.351949702,36.96214354,3624913,KES,3624913,25151.68747,126,92,199.6165672,28769.15079,3,2,7661,https://example.com/property/950
951,Sale,Villa,Westlands,-1.415008571,36.66291173,12909801,USD,12909801,117174.8211,235,141,498.6162602,54935.3234,5,4,5227,https://example.com/property/951
952,Rent,Townhouse,Lavington,-1.263969149,36.56388733,12306607,KES,12306607,85660.00927,77,54,1112.467653,159826.0649,3,3,2877,https://example.com/property/952
953,Sale,Apartment,Kilimani,-1.380765553,36.72118327,22705555,USD,22705555,220467.7237,294,189,749.8902167,77229.77891,3,1,3486,https://example.com/property/953
954,Rent,Apartment,South B,-1.345916686,36.52123495,13422372,KES,13422372,92933.43034,115,67,808.1167855,116716.2783,4,5,7886,https://example.com/property/954
955,Sale,Townhouse,Runda,-1.423992849,36.8423131,24022792,KES,24022792,206286.226,59,51,3496.376712,407165.9661,3,2,5835,https://example.com/property/955
956,Sale,Townhouse,Embakasi,-1.203702122,36.95135276,11637872,KES,11637872,100561.0834,175,173,574.6347622,66502.12571,1,3,1794,https://example.com/property/956
957,Rent,Townhouse,Runda,-1.412551278,36.9186315,15395230,USD,15395230,122569.1653,263,81,466.0424536,58536.9962,3,3,7786,https://example.com/property/957
958,Sale,Apartment,Juja,-1.268777241,36.56368474,19480387,KES,19480387,132488.5367,254,58,521.6084124,76694.43701,4,3,5014,https://example.com/property/958
959,Rent,Apartment,Ngara,-1.371751305,36.56313557,11625146,KES,11625146,113538.9373,107,45,1061.111564,108646.2243,3,4,8392,https://example.com/property/959
960,Sale,Townhouse,Westlands,-1.438134778,36.90671724,18259027,KES,18259027,155248.5891,250,105,620.9943562,73036.108,5,5,6353,https://example.com/property/960
961,Sale,Studio,Kasarani,-1.260084371,36.96212714,24486967,KES,24486967,171443.024,274,174,625.7044671,89368.4927,5,2,4407,https://example.com/property/961
962,Sale,Studio,Juja,-1.399917963,36.73033491,18802231,USD,18802231,156943.268,191,93,821.6925026,98441,5,1,1974,https://example.com/property/962
963,Rent,House,Juja,-1.240441996,36.74948556,6609134,USD,6609134,60106.07071,174,120,345.437188,37983.52874,2,1,5237,https://example.com/property/963
964,Sale,Villa,South B,-1.225422845,36.65913102,14729160,USD,14729160,121487.9194,161,118,754.5833501,91485.46584,5,5,8248,https://example.com/property/964
965,Sale,Studio,Westlands,-1.242052849,36.94713256,9630604,USD,9630604,80741.07775,133,42,607.0757726,72410.55639,5,3,5369,https://example.com/property/965
966,Sale,Apartment,Kilimani,-1.489497626,36.82245145,20604366,KES,20604366,141347.6813,192,101,736.1858399,107314.4063,2,3,9050,https://example.com/property/966
967,Sale,Studio,Juja,-1.263787996,36.64412579,4786852,USD,4786852,34663.03937,145,85,239.0554439,33012.77241,5,3,1464,https://example.com/property/967
968,Rent,House,Utawala,-1.37659816,36.64939144,10377426,KES,10377426,82849.87873,82,34,1010.364375,126553.9756,4,3,6327,https://example.com/property/968
969,Rent,House,Nairobi Central,-1.237883124,36.94560004,8032793,USD,8032793,53760.35415,194,41,277.1152276,41406.14948,5,3,6415,https://example.com/property/969
970,Sale,Villa,Kilimani,-1.308613721,36.50681701,15925465,USD,15925465,129198.1515,201,198,642.7768732,79231.16915,5,5,9115,https://example.com/property/970
971,Rent,Studio,Westlands,-1.24990706,36.66136329,11139480,USD,11139480,108242.8846,207,32,522.912486,53813.91304,2,4,1287,https://example.com/property/971
972,Sale,Apartment,South B,-1.350170469,36.77717834,19819353,KES,19819353,175216.1779,239,62,733.1220832,82926.16318,4,2,4195,https://example.com/property/972
973,Sale,Apartment,Kasarani,-1.339492349,36.57410873,19916141,USD,19916141,163510.3841,190,150,860.5809691,104821.7947,3,3,2992,https://example.com/property/973
974,Sale,Townhouse,Embakasi,-1.45668371,36.54604938,5633819,USD,5633819,52239.90121,239,79,218.5769925,23572.46444,1,4,8450,https://example.com/property/974
975,Rent,Apartment,Ngara,-1.264803792,36.90763817,8412319,USD,8412319,57079.78375,96,85,594.5810807,87628.32292,4,1,3925,https://example.com/property/975
976,Rent,Villa,Utawala,-1.374183116,36.94720219,23072116,KES,23072116,166775.3958,161,58,1035.872023,143305.0683,3,5,2120,https://example.com/property/976
977,Rent,Villa,Mombasa Road,-1.349975965,36.91180321,15184706,USD,15184706,133886.9787,193,68,693.7149153,78677.23316,4,4,6310,https://example.com/property/977
978,Rent,Apartment,Lavington,-1.264470686,36.94939394,3375233,USD,3375233,26055.48166,243,120,107.2242043,13889.84774,3,3,1446,https://example.com/property/978
979,Rent,Apartment,Juja,-1.32034638,36.77655599,16563872,KES,16563872,121728.3223,258,129,471.8152025,64201.05426,3,3,7627,https://example.com/property/979
980,Rent,Townhouse,Ngara,-1.439670382,36.90612906,17166825,KES,17166825,116730.3436,273,202,427.5836762,62882.14286,4,3,3896,https://example.com/property/980
981,Rent,Apartment,Kasarani,-1.322930202,36.69202132,13123243,USD,13123243,91081.91294,92,46,990.0207928,142643.9457,2,4,1721,https://example.com/property/981
982,Rent,Townhouse,Kilimani,-1.377710143,36.83313393,21735008,USD,21735008,172829.7963,57,53,3032.101689,381315.9298,4,3,3163,https://example.com/property/982
983,Rent,Townhouse,Nairobi Central,-1.359142337,36.99441777,8028427,USD,8028427,57869.7812,293,255,197.5077856,27400.77474,4,4,4980,https://example.com/property/983
984,Sale,Apartment,Utawala,-1.491506618,36.61286386,20209194,KES,20209194,157752.1642,52,43,3033.695466,388638.3462,3,3,5502,https://example.com/property/984
985,Rent,House,Westlands,-1.436991195,36.69494987,23279862,KES,23279862,182393.7519,174,96,1048.239953,133792.3103,1,1,2725,https://example.com/property/985
986,Rent,House,Westlands,-1.415688576,36.74002369,23669081,KES,23669081,223848.4077,61,34,3669.646027,388017.7213,3,1,9885,https://example.com/property/986
987,Rent,Townhouse,Kilimani,-1.286111998,36.56900774,19665954,USD,19665954,184992.2927,133,43,1390.919494,147864.3158,5,2,4413,https://example.com/property/987
988,Rent,Apartment,Parklands,-1.496552258,36.54051931,8983943,KES,8983943,71032.4065,65,32,1092.806254,138214.5077,4,3,1494,https://example.com/property/988
989,Rent,House,Kasarani,-1.377366822,36.91486143,23927795,USD,23927795,210923.3598,127,52,1660.813857,188407.8346,4,3,1947,https://example.com/property/989
990,Rent,Apartment,Donholm,-1.222791939,36.98839719,12542499,KES,12542499,124119.4457,257,123,482.9550415,48803.49805,2,4,1022,https://example.com/property/990
991,Rent,Apartment,Runda,-1.466435815,36.70236253,17999412,KES,17999412,132210.6129,108,90,1224.172342,166661.2222,3,4,2128,https://example.com/property/991
992,Rent,Apartment,South B,-1.345072684,36.54382492,17099501,KES,17099501,168261.882,294,83,572.3193267,58161.56803,2,3,1557,https://example.com/property/992
993,Rent,Studio,Nairobi Central,-1.264043285,36.53290588,4760143,USD,4760143,36683.12316,226,167,162.3147043,21062.57965,4,2,4730,https://example.com/property/993
994,Rent,Apartment,Parklands,-1.217240608,36.9456591,11614295,USD,11614295,91480.1779,112,106,816.7873026,103699.0625,3,3,6341,https://example.com/property/994
995,Rent,Studio,Kilimani,-1.275967008,36.73190712,8539004,USD,8539004,57524.66819,239,45,240.6889883,35728.05021,3,4,7998,https://example.com/property/995
996,Sale,Townhouse,Kileleshwa,-1.283830335,36.66001366,14328309,USD,14328309,115354.9087,284,70,406.1792562,50451.79225,5,3,8182,https://example.com/property/996
997,Sale,House,Kasarani,-1.252053573,36.73823064,22019581,KES,22019581,213409.2428,98,84,2177.645335,224689.602,5,4,8034,https://example.com/property/997
998,Rent,House,Runda,-1.366139634,36.65915205,5761856,USD,5761856,45161.13312,100,90,451.6113312,57618.56,1,3,2656,https://example.com/property/998
999,Rent,House,Kasarani,-1.25824664,36.74451789,21848304,KES,21848304,153801.932,295,115,521.3624813,74062.04746,5,5,5173,https://example.com/property/999
1000,Sale,House,Kilimani,-1.497610679,36.9297782,21890264,USD,21890264,146088.5211,82,46,1781.567331,266954.439,3,4,6441,https://example.com/property/1000
